LON,LAT,EDO,CLAVE,ESTACION,01/03/18
-102.309722,21.895,AGS,AGSAG,"Aguascalientes, Ags.",0
-102.585833,22.177222,AGS,ALMAG,"Alamitos (Campamento), Ags.",0
-102.466944,22.188611,AGS,ANVAG,"Cincuenta Aniversario, Ags.",0
-102.184167,21.738611,AGS,BRTAG,"San Bartolo, Ags.",0
-102.712222,21.849167,AGS,CALVILLO,"Calvillo, Ags. SMN*",0
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",0
-102.197222,22.007222,AGS,CHOAG,"CaÒada Honda, Ags.",0
-102.189167,21.826667,AGS,CLVAG,"Calvillo, Ags.",0
-102,21.896389,AGS,CNSAG,"Los Conos, Ags.",0.01
-102.296667,22.362778,AGS,CSOAG,"CosÌo, Ags.",0
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",0
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",0
-102.371667,21.78,AGS,NGRAG,"El Niagara, Ags.",0
-102.001944,22.020556,AGS,NVLAG,"El Novillo, Ags.",0
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",0
-102.465,22.189167,AGS,P50ANIV,"Presa Cincuenta Aniversario, Ags. SMN*",0
-101.966667,21.916667,AGS,PALAG,"Palo Alto, Ags.",0
-102.291944,22.1625,AGS,PBLAG,"PabellÛn, Ags.",0
-102.417222,22.141111,AGS,PECAG,"Plutarco ElÌas Calles, Ags.",0
-102.133333,22.202778,AGS,PTOAG,"Puerto de la ConcepciÛn, Ags.",0
-102.4375,22.235,AGS,PTRAG,"Derivadora PabellÛn, Ags.",0
-102.108889,21.885,AGS,SNVAG,"Sandovales, Ags.",0
-102.127778,21.807778,AGS,TNJAG,"La Tinaja 2, Ags.",0
-102.0675,22.097778,AGS,VJZAG,"Villa Ju·rez, Ags.",0
-116.204167,32.271944,BC,AGHBN,"Agua Hechicera, B.C.",27.9
-116.908333,32.444722,BC,ALRBN,"Abelardo L. RodrÌguez, B.C.",13.6
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",25.01
-116.584444,32.243056,BC,CSRBN,"Carmen Serd·n, B.C.",11.4
-116.828333,32.468056,BC,EFLBN,"El Florido, B.C.",15.82
-116.6025,31.890278,BC,ELZBN,"Emilio LÛpez Zamora, B.C.",3.84
-115.931389,30.517222,BC,ENBBN,"San QuintÌn (Ejido Nuevo), B.C.",0.3
-115.15,32.411111,BC,ENLBN,"Ejido Nuevo LeÛn, B.C.",0.01
-114.728056,32.705,BC,JMRBN,"InterconexiÛn JosÈ MarÌa Morelos y PavÛn, B.C.",0.01
-116.811111,32.101944,BC,LAMBN,"La MisiÛn, B.C.",9.5
-115.27,32.39,BC,MXCBN,"Mexicali, B.C.",0.01
-114.729444,32.703889,BC,PDMBN,"Presa Derivadora Morelos, B.C.",0.02
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",10.6
-114.85,31.033333,BC,SFLBN,"San Felipe, B.C.",0
-111.658333,25.001389,BCS,CCNBS,"Ciudad ConstituciÛn, B.C.S.",0
-109.9125,22.881944,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0
-113.420833,27.783333,BCS,DORBS,"DÌaz Ordaz, B.C.S.",0.01
-114.05,27.966667,BCS,GNGBS,"Guerrero Negro, B.C.S.",0
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"La Paz, B.C.S.",0
-111.341667,26.016667,BCS,LRTBS,"Loreto, B.C.S.",0
-112,26.866667,BCS,MLGBS,"Mulege, B.C.S.",0
